,Variable1,Variable2,ADF Statistic
840,Group_0_Coint_8,Group_2_Coint_5,-1.4744345594175388
841,Group_2_Coint_5,Group_0_Coint_8,-1.4744345594175388
842,Group_0_Coint_8,Group_2_Coint_6,-1.4545756941252128
843,Group_2_Coint_6,Group_0_Coint_8,-1.4545756941252128
844,Group_0_Coint_8,Group_2_Coint_7,-1.511401857718021
845,Group_2_Coint_7,Group_0_Coint_8,-1.511401857718021
846,Group_0_Coint_8,Group_2_Coint_8,-1.4920638297274864
847,Group_2_Coint_8,Group_0_Coint_8,-1.4920638297274864
848,Group_0_Coint_8,Group_2_Coint_9,-1.3412708899255237
849,Group_2_Coint_9,Group_0_Coint_8,-1.3412708899255237
850,Group_0_Coint_8,Group_3_Coint_0,-1.653076228062939
851,Group_3_Coint_0,Group_0_Coint_8,-1.653076228062939
852,Group_0_Coint_8,Group_3_Coint_1,-1.6629211535919288
853,Group_3_Coint_1,Group_0_Coint_8,-1.6629211535919288
854,Group_0_Coint_8,Group_3_Coint_2,-1.718513675599573
855,Group_3_Coint_2,Group_0_Coint_8,-1.718513675599573
856,Group_0_Coint_8,Group_3_Coint_3,-1.6314878348332966
857,Group_3_Coint_3,Group_0_Coint_8,-1.6314878348332966
858,Group_0_Coint_8,Group_3_Coint_4,-1.750003938831608
859,Group_3_Coint_4,Group_0_Coint_8,-1.750003938831608
860,Group_0_Coint_8,Group_3_Coint_5,-1.6954454473147371
861,Group_3_Coint_5,Group_0_Coint_8,-1.6954454473147371
862,Group_0_Coint_8,Group_3_Coint_6,-1.733394437379223
863,Group_3_Coint_6,Group_0_Coint_8,-1.733394437379223
864,Group_0_Coint_8,Group_3_Coint_7,-1.875410141562321
865,Group_3_Coint_7,Group_0_Coint_8,-1.875410141562321
866,Group_0_Coint_8,Group_3_Coint_8,-1.8238953912175415
867,Group_3_Coint_8,Group_0_Coint_8,-1.8238953912175415
868,Group_0_Coint_8,Group_3_Coint_9,-1.5638343813691258
869,Group_3_Coint_9,Group_0_Coint_8,-1.5638343813691258
870,Group_0_Coint_8,Group_4_Coint_0,-2.8361458740615255
871,Group_4_Coint_0,Group_0_Coint_8,-2.8361458740615255
872,Group_0_Coint_8,Group_4_Coint_1,-2.873020912578016
873,Group_4_Coint_1,Group_0_Coint_8,-2.873020912578016
874,Group_0_Coint_8,Group_4_Coint_2,-2.8749426912600438
875,Group_4_Coint_2,Group_0_Coint_8,-2.8749426912600438
876,Group_0_Coint_8,Group_4_Coint_3,-2.827925261388545
877,Group_4_Coint_3,Group_0_Coint_8,-2.827925261388545
878,Group_0_Coint_8,Group_4_Coint_4,-2.798930046446071
879,Group_4_Coint_4,Group_0_Coint_8,-2.798930046446071
880,Group_0_Coint_8,Group_4_Coint_5,-2.8189788907625113
881,Group_4_Coint_5,Group_0_Coint_8,-2.8189788907625113
882,Group_0_Coint_8,Group_4_Coint_6,-2.8160810158751546
883,Group_4_Coint_6,Group_0_Coint_8,-2.8160810158751546
884,Group_0_Coint_8,Group_4_Coint_7,-2.8333875498191876
885,Group_4_Coint_7,Group_0_Coint_8,-2.8333875498191876
886,Group_0_Coint_8,Group_4_Coint_8,-2.8257230055656772
887,Group_4_Coint_8,Group_0_Coint_8,-2.8257230055656772
888,Group_0_Coint_8,Group_4_Coint_9,-2.855927859831976
889,Group_4_Coint_9,Group_0_Coint_8,-2.855927859831976
890,Group_0_Coint_8,Indep_0,-3.140265185771604
891,Indep_0,Group_0_Coint_8,-3.140265185771604
892,Group_0_Coint_8,Indep_1,-2.6409149345910565
893,Indep_1,Group_0_Coint_8,-2.6409149345910565
894,Group_0_Coint_8,Indep_2,-1.8803951456131616
895,Indep_2,Group_0_Coint_8,-1.8803951456131616
896,Group_0_Coint_8,Indep_3,-1.7313808832710071
897,Indep_3,Group_0_Coint_8,-1.7313808832710071
898,Group_0_Coint_8,Indep_4,-1.4052082617357402
899,Indep_4,Group_0_Coint_8,-1.4052082617357402
900,Group_0_Coint_9,Group_1_Coint_0,-1.6196009436811087
901,Group_1_Coint_0,Group_0_Coint_9,-1.6196009436811087
902,Group_0_Coint_9,Group_1_Coint_1,-1.660048398703125
903,Group_1_Coint_1,Group_0_Coint_9,-1.660048398703125
904,Group_0_Coint_9,Group_1_Coint_2,-1.9852227000399314
905,Group_1_Coint_2,Group_0_Coint_9,-1.9852227000399314
906,Group_0_Coint_9,Group_1_Coint_3,-1.6822931851903753
907,Group_1_Coint_3,Group_0_Coint_9,-1.6822931851903753
908,Group_0_Coint_9,Group_1_Coint_4,-1.7603912688401946
909,Group_1_Coint_4,Group_0_Coint_9,-1.7603912688401946
910,Group_0_Coint_9,Group_1_Coint_5,-1.842105074005441
911,Group_1_Coint_5,Group_0_Coint_9,-1.842105074005441
912,Group_0_Coint_9,Group_1_Coint_6,-1.6480114505914696
913,Group_1_Coint_6,Group_0_Coint_9,-1.6480114505914696
914,Group_0_Coint_9,Group_1_Coint_7,-1.918817413753311
915,Group_1_Coint_7,Group_0_Coint_9,-1.918817413753311
916,Group_0_Coint_9,Group_1_Coint_8,-1.7211024651412443
917,Group_1_Coint_8,Group_0_Coint_9,-1.7211024651412443
918,Group_0_Coint_9,Group_1_Coint_9,-1.7703370675540073
919,Group_1_Coint_9,Group_0_Coint_9,-1.7703370675540073
920,Group_0_Coint_9,Group_2_Coint_0,-1.5890301546176022
921,Group_2_Coint_0,Group_0_Coint_9,-1.5890301546176022
922,Group_0_Coint_9,Group_2_Coint_1,-1.4412306248234426
923,Group_2_Coint_1,Group_0_Coint_9,-1.4412306248234426
924,Group_0_Coint_9,Group_2_Coint_2,-1.3856421607957077
925,Group_2_Coint_2,Group_0_Coint_9,-1.3856421607957077
926,Group_0_Coint_9,Group_2_Coint_3,-1.511375053016997
927,Group_2_Coint_3,Group_0_Coint_9,-1.511375053016997
928,Group_0_Coint_9,Group_2_Coint_4,-1.7957443824790247
929,Group_2_Coint_4,Group_0_Coint_9,-1.7957443824790247
930,Group_0_Coint_9,Group_2_Coint_5,-1.4649300742404243
931,Group_2_Coint_5,Group_0_Coint_9,-1.4649300742404243
932,Group_0_Coint_9,Group_2_Coint_6,-1.4431379040273749
933,Group_2_Coint_6,Group_0_Coint_9,-1.4431379040273749
934,Group_0_Coint_9,Group_2_Coint_7,-1.5031468896722902
935,Group_2_Coint_7,Group_0_Coint_9,-1.5031468896722902
936,Group_0_Coint_9,Group_2_Coint_8,-1.4830626363624093
937,Group_2_Coint_8,Group_0_Coint_9,-1.4830626363624093
938,Group_0_Coint_9,Group_2_Coint_9,-1.321459171271517
939,Group_2_Coint_9,Group_0_Coint_9,-1.321459171271517
940,Group_0_Coint_9,Group_3_Coint_0,-1.5931638569367914
941,Group_3_Coint_0,Group_0_Coint_9,-1.5931638569367914
942,Group_0_Coint_9,Group_3_Coint_1,-1.601705132265078
943,Group_3_Coint_1,Group_0_Coint_9,-1.601705132265078
944,Group_0_Coint_9,Group_3_Coint_2,-1.6572594156089222
945,Group_3_Coint_2,Group_0_Coint_9,-1.6572594156089222
946,Group_0_Coint_9,Group_3_Coint_3,-1.5722205093110784
947,Group_3_Coint_3,Group_0_Coint_9,-1.5722205093110784
948,Group_0_Coint_9,Group_3_Coint_4,-1.6873574796357205
949,Group_3_Coint_4,Group_0_Coint_9,-1.6873574796357205
950,Group_0_Coint_9,Group_3_Coint_5,-1.6349959697760112
951,Group_3_Coint_5,Group_0_Coint_9,-1.6349959697760112
952,Group_0_Coint_9,Group_3_Coint_6,-1.6714446586572083
953,Group_3_Coint_6,Group_0_Coint_9,-1.6714446586572083
954,Group_0_Coint_9,Group_3_Coint_7,-1.8070599852745803
955,Group_3_Coint_7,Group_0_Coint_9,-1.8070599852745803
956,Group_0_Coint_9,Group_3_Coint_8,-1.7593879009021813
957,Group_3_Coint_8,Group_0_Coint_9,-1.7593879009021813
958,Group_0_Coint_9,Group_3_Coint_9,-1.510706954801005
959,Group_3_Coint_9,Group_0_Coint_9,-1.510706954801005
960,Group_0_Coint_9,Group_4_Coint_0,-2.7468185353452483
961,Group_4_Coint_0,Group_0_Coint_9,-2.7468185353452483
962,Group_0_Coint_9,Group_4_Coint_1,-2.7810567499362655
963,Group_4_Coint_1,Group_0_Coint_9,-2.7810567499362655
964,Group_0_Coint_9,Group_4_Coint_2,-2.78515242367396
965,Group_4_Coint_2,Group_0_Coint_9,-2.78515242367396
966,Group_0_Coint_9,Group_4_Coint_3,-2.7363419019129163
967,Group_4_Coint_3,Group_0_Coint_9,-2.7363419019129163
968,Group_0_Coint_9,Group_4_Coint_4,-2.708599102377746
969,Group_4_Coint_4,Group_0_Coint_9,-2.708599102377746
970,Group_0_Coint_9,Group_4_Coint_5,-2.7241683452131253
971,Group_4_Coint_5,Group_0_Coint_9,-2.7241683452131253
972,Group_0_Coint_9,Group_4_Coint_6,-2.7244110891209017
973,Group_4_Coint_6,Group_0_Coint_9,-2.7244110891209017
974,Group_0_Coint_9,Group_4_Coint_7,-2.743276438667034
975,Group_4_Coint_7,Group_0_Coint_9,-2.743276438667034
976,Group_0_Coint_9,Group_4_Coint_8,-2.7358997114225523
977,Group_4_Coint_8,Group_0_Coint_9,-2.7358997114225523
978,Group_0_Coint_9,Group_4_Coint_9,-2.762868558033598
979,Group_4_Coint_9,Group_0_Coint_9,-2.762868558033598
980,Group_0_Coint_9,Indep_0,-3.1034799368733936
981,Indep_0,Group_0_Coint_9,-3.1034799368733936
982,Group_0_Coint_9,Indep_1,-2.438415453444979
983,Indep_1,Group_0_Coint_9,-2.438415453444979
984,Group_0_Coint_9,Indep_2,-1.8600099906854703
985,Indep_2,Group_0_Coint_9,-1.8600099906854703
986,Group_0_Coint_9,Indep_3,-1.6614293519802439
987,Indep_3,Group_0_Coint_9,-1.6614293519802439
988,Group_0_Coint_9,Indep_4,-1.3651329050514245
989,Indep_4,Group_0_Coint_9,-1.3651329050514245
990,Group_1_Coint_0,Group_1_Coint_1,-2.023988388409103
991,Group_1_Coint_1,Group_1_Coint_0,-2.023988388409103
992,Group_1_Coint_0,Group_1_Coint_2,0.48318651495603404
993,Group_1_Coint_2,Group_1_Coint_0,0.48318651495603404
994,Group_1_Coint_0,Group_1_Coint_3,-1.9268214006435862
995,Group_1_Coint_3,Group_1_Coint_0,-1.9268214006435862
996,Group_1_Coint_0,Group_1_Coint_4,-2.0628204368917307
997,Group_1_Coint_4,Group_1_Coint_0,-2.0628204368917307
998,Group_1_Coint_0,Group_1_Coint_5,-0.24321872258641333
999,Group_1_Coint_5,Group_1_Coint_0,-0.24321872258641333
1000,Group_1_Coint_0,Group_1_Coint_6,-3.2190184497902616
1001,Group_1_Coint_6,Group_1_Coint_0,-3.2190184497902616
1002,Group_1_Coint_0,Group_1_Coint_7,-0.5048413826401257
1003,Group_1_Coint_7,Group_1_Coint_0,-0.5048413826401257
1004,Group_1_Coint_0,Group_1_Coint_8,-1.249639728751295
1005,Group_1_Coint_8,Group_1_Coint_0,-1.249639728751295
1006,Group_1_Coint_0,Group_1_Coint_9,-1.095621505832601
1007,Group_1_Coint_9,Group_1_Coint_0,-1.095621505832601
1008,Group_1_Coint_0,Group_2_Coint_0,-2.1178390018527913
1009,Group_2_Coint_0,Group_1_Coint_0,-2.1178390018527913
1010,Group_1_Coint_0,Group_2_Coint_1,-2.1103654468307025
1011,Group_2_Coint_1,Group_1_Coint_0,-2.1103654468307025
1012,Group_1_Coint_0,Group_2_Coint_2,-2.2727684868554134
1013,Group_2_Coint_2,Group_1_Coint_0,-2.2727684868554134
1014,Group_1_Coint_0,Group_2_Coint_3,-2.1151359926321778
1015,Group_2_Coint_3,Group_1_Coint_0,-2.1151359926321778
1016,Group_1_Coint_0,Group_2_Coint_4,-2.1658438323052924
1017,Group_2_Coint_4,Group_1_Coint_0,-2.1658438323052924
1018,Group_1_Coint_0,Group_2_Coint_5,-2.1121371194993666
1019,Group_2_Coint_5,Group_1_Coint_0,-2.1121371194993666
1020,Group_1_Coint_0,Group_2_Coint_6,-2.1113945017527826
1021,Group_2_Coint_6,Group_1_Coint_0,-2.1113945017527826
1022,Group_1_Coint_0,Group_2_Coint_7,-2.1154616324082034
1023,Group_2_Coint_7,Group_1_Coint_0,-2.1154616324082034
1024,Group_1_Coint_0,Group_2_Coint_8,-2.1107602533440684
1025,Group_2_Coint_8,Group_1_Coint_0,-2.1107602533440684
1026,Group_1_Coint_0,Group_2_Coint_9,-2.2814659161309705
1027,Group_2_Coint_9,Group_1_Coint_0,-2.2814659161309705
1028,Group_1_Coint_0,Group_3_Coint_0,-3.0096845235362193
1029,Group_3_Coint_0,Group_1_Coint_0,-3.0096845235362193
1030,Group_1_Coint_0,Group_3_Coint_1,-2.993878310411202
1031,Group_3_Coint_1,Group_1_Coint_0,-2.993878310411202
1032,Group_1_Coint_0,Group_3_Coint_2,-3.070784686069287
1033,Group_3_Coint_2,Group_1_Coint_0,-3.070784686069287
1034,Group_1_Coint_0,Group_3_Coint_3,-3.016834748500461
1035,Group_3_Coint_3,Group_1_Coint_0,-3.016834748500461
1036,Group_1_Coint_0,Group_3_Coint_4,-3.035065264739163
1037,Group_3_Coint_4,Group_1_Coint_0,-3.035065264739163
1038,Group_1_Coint_0,Group_3_Coint_5,-3.0967576878711074
1039,Group_3_Coint_5,Group_1_Coint_0,-3.0967576878711074
1040,Group_1_Coint_0,Group_3_Coint_6,-3.0750779030686077
1041,Group_3_Coint_6,Group_1_Coint_0,-3.0750779030686077
1042,Group_1_Coint_0,Group_3_Coint_7,-3.1071750852517295
1043,Group_3_Coint_7,Group_1_Coint_0,-3.1071750852517295
1044,Group_1_Coint_0,Group_3_Coint_8,-3.0433876283205445
1045,Group_3_Coint_8,Group_1_Coint_0,-3.0433876283205445
1046,Group_1_Coint_0,Group_3_Coint_9,-3.0391504791825703
1047,Group_3_Coint_9,Group_1_Coint_0,-3.0391504791825703
1048,Group_1_Coint_0,Group_4_Coint_0,-2.181707852676367
1049,Group_4_Coint_0,Group_1_Coint_0,-2.181707852676367
1050,Group_1_Coint_0,Group_4_Coint_1,-2.208858238574969
1051,Group_4_Coint_1,Group_1_Coint_0,-2.208858238574969
1052,Group_1_Coint_0,Group_4_Coint_2,-2.179101424382006
1053,Group_4_Coint_2,Group_1_Coint_0,-2.179101424382006
1054,Group_1_Coint_0,Group_4_Coint_3,-2.2012976863772438
1055,Group_4_Coint_3,Group_1_Coint_0,-2.2012976863772438
1056,Group_1_Coint_0,Group_4_Coint_4,-2.179337623036027
1057,Group_4_Coint_4,Group_1_Coint_0,-2.179337623036027
1058,Group_1_Coint_0,Group_4_Coint_5,-2.2203284123415137
1059,Group_4_Coint_5,Group_1_Coint_0,-2.2203284123415137
1060,Group_1_Coint_0,Group_4_Coint_6,-2.1761243647751285
1061,Group_4_Coint_6,Group_1_Coint_0,-2.1761243647751285
1062,Group_1_Coint_0,Group_4_Coint_7,-2.2214758736960807
1063,Group_4_Coint_7,Group_1_Coint_0,-2.2214758736960807
1064,Group_1_Coint_0,Group_4_Coint_8,-2.19994373957086
1065,Group_4_Coint_8,Group_1_Coint_0,-2.19994373957086
1066,Group_1_Coint_0,Group_4_Coint_9,-2.2098090597470263
1067,Group_4_Coint_9,Group_1_Coint_0,-2.2098090597470263
1068,Group_1_Coint_0,Indep_0,-2.310047991565349
1069,Indep_0,Group_1_Coint_0,-2.310047991565349
1070,Group_1_Coint_0,Indep_1,-2.440202521231967
1071,Indep_1,Group_1_Coint_0,-2.440202521231967
1072,Group_1_Coint_0,Indep_2,-2.204533805761558
1073,Indep_2,Group_1_Coint_0,-2.204533805761558
1074,Group_1_Coint_0,Indep_3,-2.4489574010520654
1075,Indep_3,Group_1_Coint_0,-2.4489574010520654
1076,Group_1_Coint_0,Indep_4,-2.05385571117583
1077,Indep_4,Group_1_Coint_0,-2.05385571117583
1078,Group_1_Coint_1,Group_1_Coint_2,0.1127055761929506
1079,Group_1_Coint_2,Group_1_Coint_1,0.1127055761929506
1080,Group_1_Coint_1,Group_1_Coint_3,-3.310411972342075
1081,Group_1_Coint_3,Group_1_Coint_1,-3.310411972342075
1082,Group_1_Coint_1,Group_1_Coint_4,-2.837091898696017
1083,Group_1_Coint_4,Group_1_Coint_1,-2.837091898696017
1084,Group_1_Coint_1,Group_1_Coint_5,-0.9904961901641722
1085,Group_1_Coint_5,Group_1_Coint_1,-0.9904961901641722
1086,Group_1_Coint_1,Group_1_Coint_6,-3.0617826533821533
1087,Group_1_Coint_6,Group_1_Coint_1,-3.0617826533821533
1088,Group_1_Coint_1,Group_1_Coint_7,-0.9002109555245679
1089,Group_1_Coint_7,Group_1_Coint_1,-0.9002109555245679
1090,Group_1_Coint_1,Group_1_Coint_8,-2.19497308962967
1091,Group_1_Coint_8,Group_1_Coint_1,-2.19497308962967
1092,Group_1_Coint_1,Group_1_Coint_9,-2.73342665409282
1093,Group_1_Coint_9,Group_1_Coint_1,-2.73342665409282
1094,Group_1_Coint_1,Group_2_Coint_0,-2.1470973356506486
1095,Group_2_Coint_0,Group_1_Coint_1,-2.1470973356506486
1096,Group_1_Coint_1,Group_2_Coint_1,-2.1387394834390276
1097,Group_2_Coint_1,Group_1_Coint_1,-2.1387394834390276
1098,Group_1_Coint_1,Group_2_Coint_2,-2.1396969956770566
1099,Group_2_Coint_2,Group_1_Coint_1,-2.1396969956770566
1100,Group_1_Coint_1,Group_2_Coint_3,-2.1425740916648097
1101,Group_2_Coint_3,Group_1_Coint_1,-2.1425740916648097
1102,Group_1_Coint_1,Group_2_Coint_4,-2.196087138952464
1103,Group_2_Coint_4,Group_1_Coint_1,-2.196087138952464
1104,Group_1_Coint_1,Group_2_Coint_5,-2.14074844799877
1105,Group_2_Coint_5,Group_1_Coint_1,-2.14074844799877
1106,Group_1_Coint_1,Group_2_Coint_6,-2.1401355371335424
1107,Group_2_Coint_6,Group_1_Coint_1,-2.1401355371335424
1108,Group_1_Coint_1,Group_2_Coint_7,-2.1442778721434523
1109,Group_2_Coint_7,Group_1_Coint_1,-2.1442778721434523
1110,Group_1_Coint_1,Group_2_Coint_8,-2.139247717728538
1111,Group_2_Coint_8,Group_1_Coint_1,-2.139247717728538
1112,Group_1_Coint_1,Group_2_Coint_9,-2.1437401067681074
1113,Group_2_Coint_9,Group_1_Coint_1,-2.1437401067681074
1114,Group_1_Coint_1,Group_3_Coint_0,-2.9900171263351214
1115,Group_3_Coint_0,Group_1_Coint_1,-2.9900171263351214
1116,Group_1_Coint_1,Group_3_Coint_1,-2.980125717381072
1117,Group_3_Coint_1,Group_1_Coint_1,-2.980125717381072
1118,Group_1_Coint_1,Group_3_Coint_2,-3.068258371745086
1119,Group_3_Coint_2,Group_1_Coint_1,-3.068258371745086
1120,Group_1_Coint_1,Group_3_Coint_3,-2.997166496555631
1121,Group_3_Coint_3,Group_1_Coint_1,-2.997166496555631
1122,Group_1_Coint_1,Group_3_Coint_4,-3.0205950351406177
1123,Group_3_Coint_4,Group_1_Coint_1,-3.0205950351406177
1124,Group_1_Coint_1,Group_3_Coint_5,-3.087586642056366
1125,Group_3_Coint_5,Group_1_Coint_1,-3.087586642056366
1126,Group_1_Coint_1,Group_3_Coint_6,-3.070222331874371
1127,Group_3_Coint_6,Group_1_Coint_1,-3.070222331874371
1128,Group_1_Coint_1,Group_3_Coint_7,-3.107707007117537
1129,Group_3_Coint_7,Group_1_Coint_1,-3.107707007117537
1130,Group_1_Coint_1,Group_3_Coint_8,-3.04222974266724
1131,Group_3_Coint_8,Group_1_Coint_1,-3.04222974266724
1132,Group_1_Coint_1,Group_3_Coint_9,-3.0252312544193116
1133,Group_3_Coint_9,Group_1_Coint_1,-3.0252312544193116
1134,Group_1_Coint_1,Group_4_Coint_0,-2.231870926936407
1135,Group_4_Coint_0,Group_1_Coint_1,-2.231870926936407
1136,Group_1_Coint_1,Group_4_Coint_1,-2.2591235314699945
1137,Group_4_Coint_1,Group_1_Coint_1,-2.2591235314699945
1138,Group_1_Coint_1,Group_4_Coint_2,-2.2297348420812626
1139,Group_4_Coint_2,Group_1_Coint_1,-2.2297348420812626
1140,Group_1_Coint_1,Group_4_Coint_3,-2.251353033332879
1141,Group_4_Coint_3,Group_1_Coint_1,-2.251353033332879
1142,Group_1_Coint_1,Group_4_Coint_4,-2.2319298532975527
1143,Group_4_Coint_4,Group_1_Coint_1,-2.2319298532975527
1144,Group_1_Coint_1,Group_4_Coint_5,-2.2713305005312767
1145,Group_4_Coint_5,Group_1_Coint_1,-2.2713305005312767
1146,Group_1_Coint_1,Group_4_Coint_6,-2.226899098982581
1147,Group_4_Coint_6,Group_1_Coint_1,-2.226899098982581
1148,Group_1_Coint_1,Group_4_Coint_7,-2.2733632831461628
1149,Group_4_Coint_7,Group_1_Coint_1,-2.2733632831461628
1150,Group_1_Coint_1,Group_4_Coint_8,-2.2513398987050075
1151,Group_4_Coint_8,Group_1_Coint_1,-2.2513398987050075
1152,Group_1_Coint_1,Group_4_Coint_9,-2.258844997256481
1153,Group_4_Coint_9,Group_1_Coint_1,-2.258844997256481
1154,Group_1_Coint_1,Indep_0,-2.352055313729029
1155,Indep_0,Group_1_Coint_1,-2.352055313729029
1156,Group_1_Coint_1,Indep_1,-2.5779623110423073
1157,Indep_1,Group_1_Coint_1,-2.5779623110423073
1158,Group_1_Coint_1,Indep_2,-2.2825801177641907
1159,Indep_2,Group_1_Coint_1,-2.2825801177641907
1160,Group_1_Coint_1,Indep_3,-2.4334408988755665
1161,Indep_3,Group_1_Coint_1,-2.4334408988755665
1162,Group_1_Coint_1,Indep_4,-2.090770958799211
1163,Indep_4,Group_1_Coint_1,-2.090770958799211
1164,Group_1_Coint_2,Group_1_Coint_3,-0.04057221429003241
1165,Group_1_Coint_3,Group_1_Coint_2,-0.04057221429003241
1166,Group_1_Coint_2,Group_1_Coint_4,-0.6666360063766662
1167,Group_1_Coint_4,Group_1_Coint_2,-0.6666360063766662
1168,Group_1_Coint_2,Group_1_Coint_5,-1.341325883872422
1169,Group_1_Coint_5,Group_1_Coint_2,-1.341325883872422
1170,Group_1_Coint_2,Group_1_Coint_6,0.1930896027727016
1171,Group_1_Coint_6,Group_1_Coint_2,0.1930896027727016
1172,Group_1_Coint_2,Group_1_Coint_7,-1.166759972787308
1173,Group_1_Coint_7,Group_1_Coint_2,-1.166759972787308
1174,Group_1_Coint_2,Group_1_Coint_8,0.06499928053574858
1175,Group_1_Coint_8,Group_1_Coint_2,0.06499928053574858
1176,Group_1_Coint_2,Group_1_Coint_9,-0.592319734989198
1177,Group_1_Coint_9,Group_1_Coint_2,-0.592319734989198
1178,Group_1_Coint_2,Group_2_Coint_0,-2.102126355090742
1179,Group_2_Coint_0,Group_1_Coint_2,-2.102126355090742
1180,Group_1_Coint_2,Group_2_Coint_1,-2.218423076215296
1181,Group_2_Coint_1,Group_1_Coint_2,-2.218423076215296
1182,Group_1_Coint_2,Group_2_Coint_2,-2.224004292968482
1183,Group_2_Coint_2,Group_1_Coint_2,-2.224004292968482
1184,Group_1_Coint_2,Group_2_Coint_3,-2.087532875006092
1185,Group_2_Coint_3,Group_1_Coint_2,-2.087532875006092
1186,Group_1_Coint_2,Group_2_Coint_4,-2.1809976247494554
1187,Group_2_Coint_4,Group_1_Coint_2,-2.1809976247494554
1188,Group_1_Coint_2,Group_2_Coint_5,-2.0836695903371596
1189,Group_2_Coint_5,Group_1_Coint_2,-2.0836695903371596
1190,Group_1_Coint_2,Group_2_Coint_6,-2.082234304024125
1191,Group_2_Coint_6,Group_1_Coint_2,-2.082234304024125
1192,Group_1_Coint_2,Group_2_Coint_7,-2.0948536401348234
1193,Group_2_Coint_7,Group_1_Coint_2,-2.0948536401348234
1194,Group_1_Coint_2,Group_2_Coint_8,-2.0798257061987266
1195,Group_2_Coint_8,Group_1_Coint_2,-2.0798257061987266
1196,Group_1_Coint_2,Group_2_Coint_9,-2.2307698023866274
1197,Group_2_Coint_9,Group_1_Coint_2,-2.2307698023866274
1198,Group_1_Coint_2,Group_3_Coint_0,-2.847231465305643
1199,Group_3_Coint_0,Group_1_Coint_2,-2.847231465305643
1200,Group_1_Coint_2,Group_3_Coint_1,-2.853533849587142
1201,Group_3_Coint_1,Group_1_Coint_2,-2.853533849587142
1202,Group_1_Coint_2,Group_3_Coint_2,-2.9487229320334305
1203,Group_3_Coint_2,Group_1_Coint_2,-2.9487229320334305
1204,Group_1_Coint_2,Group_3_Coint_3,-2.8545943435289374
1205,Group_3_Coint_3,Group_1_Coint_2,-2.8545943435289374
1206,Group_1_Coint_2,Group_3_Coint_4,-2.9012159319798148
1207,Group_3_Coint_4,Group_1_Coint_2,-2.9012159319798148
1208,Group_1_Coint_2,Group_3_Coint_5,-2.952626860974406
1209,Group_3_Coint_5,Group_1_Coint_2,-2.952626860974406
1210,Group_1_Coint_2,Group_3_Coint_6,-2.951916636614888
1211,Group_3_Coint_6,Group_1_Coint_2,-2.951916636614888
1212,Group_1_Coint_2,Group_3_Coint_7,-3.0334759082550913
1213,Group_3_Coint_7,Group_1_Coint_2,-3.0334759082550913
1214,Group_1_Coint_2,Group_3_Coint_8,-2.9526049410109514
1215,Group_3_Coint_8,Group_1_Coint_2,-2.9526049410109514
1216,Group_1_Coint_2,Group_3_Coint_9,-2.84846494212024
1217,Group_3_Coint_9,Group_1_Coint_2,-2.84846494212024
1218,Group_1_Coint_2,Group_4_Coint_0,-2.4984469096593624
1219,Group_4_Coint_0,Group_1_Coint_2,-2.4984469096593624
1220,Group_1_Coint_2,Group_4_Coint_1,-2.5296813496618102
1221,Group_4_Coint_1,Group_1_Coint_2,-2.5296813496618102
1222,Group_1_Coint_2,Group_4_Coint_2,-2.4977376333386525
1223,Group_4_Coint_2,Group_1_Coint_2,-2.4977376333386525
1224,Group_1_Coint_2,Group_4_Coint_3,-2.5177586446149056
1225,Group_4_Coint_3,Group_1_Coint_2,-2.5177586446149056
1226,Group_1_Coint_2,Group_4_Coint_4,-2.5051549658853576
1227,Group_4_Coint_4,Group_1_Coint_2,-2.5051549658853576
1228,Group_1_Coint_2,Group_4_Coint_5,-2.5426171122714973
1229,Group_4_Coint_5,Group_1_Coint_2,-2.5426171122714973
1230,Group_1_Coint_2,Group_4_Coint_6,-2.493662238419391
1231,Group_4_Coint_6,Group_1_Coint_2,-2.493662238419391
1232,Group_1_Coint_2,Group_4_Coint_7,-2.5459420734679123
1233,Group_4_Coint_7,Group_1_Coint_2,-2.5459420734679123
1234,Group_1_Coint_2,Group_4_Coint_8,-2.523164607595162
1235,Group_4_Coint_8,Group_1_Coint_2,-2.523164607595162
1236,Group_1_Coint_2,Group_4_Coint_9,-2.5238921802593164
1237,Group_4_Coint_9,Group_1_Coint_2,-2.5238921802593164
1238,Group_1_Coint_2,Indep_0,-2.4382435609181075
1239,Indep_0,Group_1_Coint_2,-2.4382435609181075
1240,Group_1_Coint_2,Indep_1,-2.9173781654366726
1241,Indep_1,Group_1_Coint_2,-2.9173781654366726
1242,Group_1_Coint_2,Indep_2,-2.554730483288177
1243,Indep_2,Group_1_Coint_2,-2.554730483288177
1244,Group_1_Coint_2,Indep_3,-2.426730253179497
1245,Indep_3,Group_1_Coint_2,-2.426730253179497
1246,Group_1_Coint_2,Indep_4,-2.189318147265106
1247,Indep_4,Group_1_Coint_2,-2.189318147265106
1248,Group_1_Coint_3,Group_1_Coint_4,-2.551782820353304
1249,Group_1_Coint_4,Group_1_Coint_3,-2.551782820353304
1250,Group_1_Coint_3,Group_1_Coint_5,-1.607376876749186
1251,Group_1_Coint_5,Group_1_Coint_3,-1.607376876749186
1252,Group_1_Coint_3,Group_1_Coint_6,-3.605801911462212
1253,Group_1_Coint_6,Group_1_Coint_3,-3.605801911462212
1254,Group_1_Coint_3,Group_1_Coint_7,-1.4744517519587195
